,Count,Answer,Problem,Option,Rationale,Options,Correct Answer,Annotated Formula,Linear Formula,Category,extracted_answer
1259,1335,d,the contents of a certain box consist of 14 apples and 25 oranges . how many oranges must be removed from the box so that 70 percent of the pieces of fruit in the box will be apples ?,"a ) 3 , b ) 6 , c ) 14 , d ) 19 , e ) 20","""the objective here is that 70 % of the fruit in the box should be apples . now , there are 14 apples at start and there is no talk of removing any apples , so number of apples should remain 14 and they should constitute 70 % of total fruit , so total fruit = 14 / 0.7 = 20 so we should have 20 - 14 = 6 oranges . right now , there are 25 oranges , so to get to 6 oranges , we should remove 25 - 6 = 19 oranges . answer d""","a ) 3 , b ) 6 , c ) 14 , d ) 19 , e ) 20",d,"subtract(add(14, 25), divide(14, divide(70, const_100)))","add(n0,n1)|divide(n2,const_100)|divide(n0,#1)|subtract(#0,#2)|",general,d
1260,1336,c,"jo ' s collection contains us , indian and british stamps . if the ratio of us to indian stamps is 7 to 2 and the ratio of indian to british stamps is 5 to 1 , what is the ratio of us to british stamps ?","a ) 5 : 1 , b ) 10 : 5 , c ) 15 : 2 , d ) 20 : 2 , e ) 35 : 2","u / i = 7 / 2 i / b = 5 / 1 since i is multiple of both 2 ( as per first ratio ) and 5 ( as per second ratio ) so let ' s assume that i = 10 i . e . multiplying teh first ratio by 5 and second ration by 2 in each numerator and denominator then , u : i : b = 35 : 21 : 2 i . e . u : b = 35 : 2 answer : option e","a ) 5 : 1 , b ) 10 : 5 , c ) 15 : 2 , d ) 20 : 2 , e ) 35 : 2",e,"divide(multiply(7, 5), multiply(1, 2))","multiply(n0,n2)|multiply(n1,n3)|divide(#0,#1)",other,c
1261,1337,d,how many prime numbers are between 13 / 3 and 83 / 6 ?,"a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5","""13 / 3 = 4 . xxx 83 / 6 = 13 . xxx so we need to find prime numbers between 4 ( exclusive ) - 12 ( inclusive ) there are 2 prime numbers 7 11 hence answer will be ( b ) 2 b""","a ) 1 , b ) 2 , c ) 3 , d ) 4 , e ) 5",b,floor(const_2),floor(const_2)|,general,d
1262,1338,b) 33.33%,john makes $ 60 a week from his job . he earns a raise andnow makes $ 80 a week . what is the % increase ?,"a ) 15 % , b ) 33.33 % , c ) 17.8 % , d ) 19 % , e ) 21 %","""increase = ( 20 / 60 ) * 100 = ( 1 / 3 ) * 100 = 33.33 % . b""","a ) 15 % , b ) 33.33 % , c ) 17.8 % , d ) 19 % , e ) 21 %",b,"multiply(divide(subtract(80, 60), 60), const_100)","subtract(n1,n0)|divide(#0,n0)|multiply(#1,const_100)|",gain,b
1263,1339,"b) 30
",three numbers are in the ratio 3 : 4 : 5 and their l . c . m . is 600 . their h . c . f is ?,"a ) 10 , b ) 30 , c ) 40 , d ) 50 , e ) 60","""let the numbers be 3 x , 4 x and 5 x their l . c . m . = 60 x 60 x = 600 x = 10 the numbers are 3 * 10 , 4 * 10 , 5 * 10 hence required h . c . f . = 10 answer is a""","a ) 10 , b ) 30 , c ) 40 , d ) 50 , e ) 60",a,"add(multiply(multiply(3, 5), const_100), multiply(4, 5))","multiply(n0,n2)|multiply(n1,n2)|multiply(#0,const_100)|add(#2,#1)|",other,b
1264,1340,"d, 188 km
","a boat takes 19 hours for travelling downstream from point a to point b and coming back to a point c which is at midway between a and b . if the velocity of the stream is 4 kmph and the speed of the boat in still water is 14 kmph , what is the distance between a and b ?","a ) 180 km , b ) 127 km , c ) 178 km , d ) 188 km , e ) 111 km","""explanation : speed in downstream = ( 14 + 4 ) km / hr = 18 km / hr ; speed in upstream = ( 14 â € “ 4 ) km / hr = 10 km / hr . let the distance between a and b be x km . then , x / 18 + ( x / 2 ) / 10 = 19 â ‡ ” x / 18 + x / 20 = 19 â ‡ ’ x = 180 km . answer : a""","a ) 180 km , b ) 127 km , c ) 178 km , d ) 188 km , e ) 111 km",a,"divide(19, add(divide(const_1, add(14, 4)), divide(const_1, multiply(subtract(14, 4), const_2))))","add(n1,n2)|subtract(n2,n1)|divide(const_1,#0)|multiply(#1,const_2)|divide(const_1,#3)|add(#2,#4)|divide(n0,#5)|",physics,d
1265,1341,"d
","in a division sum , the quotient is 18 , the divisor 43 and the remainder 12 , find the dividend ?","a ) 586 , b ) 766 , c ) 796 , d ) 786 , e ) 686","""explanation : 18 * 43 + 12 = 786 answer : d""","a ) 586 , b ) 766 , c ) 796 , d ) 786 , e ) 686",d,"add(multiply(18, 43), 12)","multiply(n0,n1)|add(n2,#0)|",general,d
1266,1342,c,"x and y are both integers . if x / y = 50.60 , then what is the sum of all the possible two digit remainders of x / y ?","a ) 315 , b ) 616 , c ) 672 , d ) 900 , e ) 1024","""remainder = 0.60 - - > 60 / 100 - - > can be written as ( 60 / 4 ) / ( 100 / 4 ) = 15 / 25 so remainders can be 15 , 30 , 45 , 60 , . . . . . 90 . we need the sum of only 2 digit remainders - - > 15 + 30 + 45 + 60 + 75 + 90 = 315 answer : a""","a ) 315 , b ) 616 , c ) 672 , d ) 900 , e ) 1024",a,"add(multiply(divide(const_3, const_2), const_100), add(multiply(add(const_2, const_3), 50.60), const_3))","add(const_2,const_3)|divide(const_3,const_2)|multiply(n0,#0)|multiply(#1,const_100)|add(#2,const_3)|add(#4,#3)|",general,c
1267,1344,d,a shopkeeper sold an article at $ 1050 and gained a 20 % profit . what was the cost price ?,"a ) $ 835 , b ) $ 845 , c ) $ 855 , d ) $ 865 , e ) $ 875","""let x be the cost price . 1.2 x = 1050 x = 1050 / 1.2 = 875 the answer is e .""","a ) $ 835 , b ) $ 845 , c ) $ 855 , d ) $ 865 , e ) $ 875",e,"multiply(const_100.0, divide(const_100, add(1050, 20)))","add(n1,const_100)|divide(const_100,#0)|multiply(n0,#1)|",gain,d
1268,1345,c,"niall ' s income is 60 % less than rex ' s income , and sam ' s income is 25 % less than niall ' s income . if rex gave 60 % of his income to sam and 40 % of his income to niall , niall ' s new income would be what fraction of sam ' s new income ?","a ) 8 / 9 , b ) 11 / 12 , c ) 8 / 13 , d ) 11 / 13 , e ) 12 / 13","we can take some easy numbers and make calculations simpler . let r ( rex ' s income ) = 100 q ( niall ' s income ) = 40 % r = 40 s ( sam ' s income ) = 75 % q = ( 3 / 4 ) * 40 = 30 now , if rex gives 40 % to niall - - > q = 40 + 40 = 80 60 % given to sam - - > s = 30 + 60 = 90 the ratio is : q / s = 80 / 90 = 8 / 9 = a","a ) 8 / 9 , b ) 11 / 12 , c ) 8 / 13 , d ) 11 / 13 , e ) 12 / 13",a,"divide(add(40, 40), add(add(40, 40), const_10))","add(n3,n3)|add(#0,const_10)|divide(#0,#1)",general,c
1269,1346,"To solve this, we need to express \( a \) and \( b \) in terms of each other.

Given:
\[ 2a = 4b \]
\[ 10 = 4b \]

From the second equation:
\[ b = \frac{10}{4} = 2.5 \]

Substituting \( b \) back into the first equation:
\[ 2a = 4 \times 2.5 \]
\[ 2a = 10 \]
\[ a = \frac{10}{2} = 5 \]

Now, we need to find \( 40ab \):
\[ 40ab = 40 \times a \times b \]
\[ 40ab = 40 \times 5 \times 2.5 \]
\[ 40ab = 40 \times 12.5 \]
\[ 40ab = 500 \]

So, the correct answer is \( \boxed{e} \).","if 2 a = 4 b = 10 , then 40 ab =","a ) 50 , b ) 100 , c ) 250 , d ) 450 , e ) 500",2 a * 4 b = 10 * 10 = 100 8 ab = 100 i . e . 40 ab = 500 answer : option e,"a ) 50 , b ) 100 , c ) 250 , d ) 450 , e ) 500",e,"multiply(40, multiply(divide(10, 2), divide(10, 4)))","divide(n2,n0)|divide(n2,n1)|multiply(#0,#1)|multiply(n3,#2)",general,none
1270,1347,c,rahim bought 52 books for rs . 1200 from one shop and 32 books for rs . 480 from another . what is the average price he paid per book ?,"a ) s . 17 , b ) s . 18 , c ) s . 12 , d ) s . 20 , e ) s . 10","""average price per book = ( 1200 + 480 ) / ( 52 + 32 ) = 1680 / 84 = rs . 20 answer : d""","a ) s . 17 , b ) s . 18 , c ) s . 12 , d ) s . 20 , e ) s . 10",d,"divide(add(1200, 480), add(52, 32))","add(n1,n3)|add(n0,n2)|divide(#0,#1)|",general,c
1271,1348,b,a rower whose speed is 4 km / hr in still water rows to a certain point upstream and back to the starting point in a river which flows at 2 km / hr . what is the rower ' s average speed ( in km / hr ) for the total journey ?,"a ) 6 , b ) 4 , c ) 9 , d ) 3 , e ) 2","""time upstream = d / 2 time downstream = d / 6 total time = d / 2 + d / 6 = 2 d / 3 average speed = 2 d / ( 2 d / 3 ) = 3 km / hr the answer is d .""","a ) 6 , b ) 4 , c ) 9 , d ) 3 , e ) 2",d,"divide(add(subtract(4, const_0.5), add(4, 2)), const_2)","add(n0,const_0.5)|subtract(n0,n1)|add(#0,#1)|divide(#2,const_2)|",general,b
1272,1349,"a) 26
","if 2 ^ 5 , 4 ^ 3 , and 13 ^ 2 are all factors of the product of 936 and w where w is a positive integer , what is the smallest possible value of w ?","a ) 26 , b ) 39 , c ) 42 , d ) 208 , e ) 156","""here 156 has three two ' s two three ' s and one 13 rest of them must be in w so w = 13 * 4 * 4 = 208 smash d""","a ) 26 , b ) 39 , c ) 42 , d ) 208 , e ) 156",d,"multiply(multiply(multiply(power(2, 2), 4), divide(13, 2)), 2)","divide(n4,n0)|power(n0,n0)|multiply(n2,#1)|multiply(#0,#2)|multiply(n0,#3)|",general,a
1273,1350,d,"if 3 < x < 6 < y < 11 , then what is the greatest possible positive integer difference of x and y ?","a ) 3 , b ) 4 , c ) 5 , d ) 6 , e ) 7","""3 < x < 6 < y < 11 ; 3 < x y < 11 3 + y < x + 11 y - x < 8 . positive integer difference is 7 ( for example y = 10.5 and x = 3.5 ) answer : e .""","a ) 3 , b ) 4 , c ) 5 , d ) 6 , e ) 7",e,"subtract(subtract(11, 3), const_1)","subtract(n2,n0)|subtract(#0,const_1)|",general,d
1274,1351,d,chris age after 20 years will be 5 times his age 5 years back . what is the present age of chris ?,"a ) a ) 20 , b ) b ) 25 , c ) c ) 15 , d ) d ) 22 , e ) e ) 5",chris present age = x after 20 years = x + 20 5 years back = x - 5 x + 20 = 5 ( x - 5 ) x = 5 answer is e,"a ) a ) 20 , b ) b ) 25 , c ) c ) 15 , d ) d ) 22 , e ) e ) 5",e,"subtract(divide(add(multiply(5, 5), 20), subtract(5, const_1)), subtract(divide(add(multiply(5, 5), 20), subtract(5, const_1)), 5))","multiply(n1,n1)|subtract(n1,const_1)|add(n0,#0)|divide(#2,#1)|subtract(#3,n1)|subtract(#3,#4)",general,d
1275,1353,c,"the cross - section of a cannel is a trapezium in shape . if the cannel is 15 m wide at the top and 9 m wide at the bottom and the area of cross - section is 636 sq m , the depth of cannel is ?","a ) 53 , b ) 28 , c ) 27 , d ) 80 , e ) 25","""1 / 2 * d ( 15 + 9 ) = 636 d = 53 answer : a""","a ) 53 , b ) 28 , c ) 27 , d ) 80 , e ) 25",a,"divide(divide(divide(636, divide(add(15, 9), const_2)), 9), const_2)","add(n0,n1)|divide(#0,const_2)|divide(n2,#1)|divide(#2,n1)|divide(#3,const_2)|",physics,c
1276,1354,c) 180 m,a train passes a station platform in 36 sec and a man standing on the platform in 24 sec . if the speed of the train is 54 km / hr . what is the length of the platform ?,"a ) 767 m , b ) 240 m , c ) 180 m , d ) 176 m , e ) 186 m","""speed = 54 * 5 / 18 = 15 m / sec . length of the train = 15 * 24 = 360 m . let the length of the platform be x m . then , ( x + 360 ) / 36 = 15 = > x = 180 m . answer : c""","a ) 767 m , b ) 240 m , c ) 180 m , d ) 176 m , e ) 186 m",c,"multiply(24, multiply(54, const_0_2778))","multiply(n2,const_0_2778)|multiply(n1,#0)|",physics,c
1277,1355,b,"the weight of a glass of jar is 30 % of the weight of the jar filled with coffee beans . after some of the beans have been removed , the weight of the jar and the remaining beans is 60 % of the original total weight . what fraction part of the beans remain in the jar ?","a ) 1 / 5 , b ) 1 / 3 , c ) 2 / 5 , d ) 1 / 2 , e ) 3 / 7",let weight of jar filled with beans = 100 g weight of jar = 30 g weight of coffee beans = 70 g weight of jar and remaining beans = 60 g weight of remaining beans = 30 g fraction remaining = 30 / 70 = 3 / 7 answer is e .,"a ) 1 / 5 , b ) 1 / 3 , c ) 2 / 5 , d ) 1 / 2 , e ) 3 / 7",e,"divide(subtract(60, 30), subtract(const_100, 30))","subtract(n1,n0)|subtract(const_100,n0)|divide(#0,#1)",gain,b
1278,1356,"c) 1/8
",what will be the fraction of 12.5 %,"a ) 1 / 4 , b ) 1 / 5 , c ) 1 / 10 , d ) 1 / 8 , e ) none of above","""explanation : it will 12.5 * 1 / 100 = 1 / 8 answer : option d""","a ) 1 / 4 , b ) 1 / 5 , c ) 1 / 10 , d ) 1 / 8 , e ) none of above",d,"divide(circle_area(divide(12.5, const_2)), const_2)","divide(n0,const_2)|circle_area(#0)|divide(#1,const_2)|",gain,c
1279,1357,"d
",a number increased by 15 % gives 1150 . the number is,"a ) 250 , b ) 1000 , c ) 450 , d ) 500 , e ) 520","""formula = total = 100 % , increse = ` ` + ' ' decrease = ` ` - ' ' a number means = 100 % that same number increased by 15 % = 115 % 115 % - - - - - - - > 1150 ( 115 × 100 = 1150 ) 100 % - - - - - - - > 1000 ( 100 × 100 = 1000 ) b )""","a ) 250 , b ) 1000 , c ) 450 , d ) 500 , e ) 520",b,"divide(1150, add(const_1, divide(15, const_100)))","divide(n0,const_100)|add(#0,const_1)|divide(n1,#1)|",gain,d
1280,1358,"c
",a train running at a speed of 36 kmph crosses an electric pole in 12 seconds . in how much time will it cross a 390 m long platform ?,"a ) 19 , b ) 27 , c ) 51 , d ) 47 , e ) 28","""let the length of the train be x m . when a train crosses an electric pole , the distance covered is its own length . so , x = 12 * 36 * 5 / 18 m = 120 m . time taken to cross the platform = ( 120 + 390 ) / 36 * 5 / 18 = 51 min . answer : c""","a ) 19 , b ) 27 , c ) 51 , d ) 47 , e ) 28",c,"divide(add(390, multiply(multiply(const_0_2778, 36), 12)), multiply(const_0_2778, 36))","multiply(n0,const_0_2778)|multiply(n1,#0)|add(n2,#1)|divide(#2,#0)|",physics,c
1281,1359,c,the average of 7 numbers is 23 . if each number be multiplied by 5 . find the average of new set of numbers ?,"a ) a ) 110 , b ) b ) 122 , c ) c ) 120 , d ) d ) 115 , e ) e ) 145","""explanation : average of new numbers = 23 * 5 = 115 answer : option d""","a ) a ) 110 , b ) b ) 122 , c ) c ) 120 , d ) d ) 115 , e ) e ) 145",d,"multiply(23, 5)","multiply(n1,n2)|",general,c
1282,1360,"c
","if taxi fares were $ 3.00 for the first 1 / 5 mile and $ 0.20 for each 1 / 5 mile there after , then the taxi fare for a 4 - mile ride was","a ) $ 6.80 , b ) $ 6.50 , c ) $ 16.80 , d ) $ 6.85 , e ) $ 61.80","""in 4 miles , initial 1 / 5 mile charge is $ 3 rest of the distance = 4 - ( 1 / 5 ) = 19 / 5 rest of the distance charge = 19 ( 0.2 ) = $ 3.8 ( as the charge is 0.2 for every 1 / 5 mile ) = > total charge for 4 miles = 3 + 3.8 = 6.8 answer is a""","a ) $ 6.80 , b ) $ 6.50 , c ) $ 16.80 , d ) $ 6.85 , e ) $ 61.80",a,"add(3.00, multiply(subtract(divide(3.00, divide(1, 5)), 1), 0.20))","divide(n1,n2)|divide(n6,#0)|subtract(#1,n1)|multiply(n3,#2)|add(n0,#3)|",general,c
1283,1361,a,"if 8 men or 12 women can do a piece of work in 35 days , in how many days can the same work be done by 6 men and 11 women ?","a ) 10 days , b ) 11 days , c ) 13 days , d ) 15 days , e ) 21 days","""8 men = 12 women ( i . e 2 men = 3 women ) 12 women 1 day work = 1 / 35 soln : 6 men ( 9 women ) + 11 women = 20 women = ? 1 women 1 day work = 12 * 35 = 1 / 420 so , 20 women work = 20 / 420 = 1 / 21 ans : 21 days answer : e""","a ) 10 days , b ) 11 days , c ) 13 days , d ) 15 days , e ) 21 days",e,"inverse(add(divide(6, multiply(8, 35)), divide(11, multiply(12, 35))))","multiply(n0,n2)|multiply(n1,n2)|divide(n3,#0)|divide(n4,#1)|add(#2,#3)|inverse(#4)|",physics,a
1284,1362,a,the total age of a and b is 18 years more than the total age of b and c . c is how many year younger than,"a ) 14 years , b ) 12 years , c ) 56 years , d ) 66 years , e ) 18 years","""given that a + b = 182 + b + c = > a â € “ c = 18 + b â € “ b = 18 = > c is younger than a by 18 years answer : e""","a ) 14 years , b ) 12 years , c ) 56 years , d ) 66 years , e ) 18 years",e,"multiply(18, const_1)","multiply(n0,const_1)|",general,a
1285,1363,d) 5 hours,"one pump drains one - half of a pond in 1 hours , and then a second pump starts draining the pond . the two pumps working together finish emptying the pond in one - half hour . how long would it take the second pump to drain the pond if it had to do the job alone ?","a ) 1 hour , b ) 1.2 hour , c ) 3 hours , d ) 5 hours , e ) 6 hours","""the tricky part here , i believed is one half hour = 1 / 2 . then everything would be easy . we have the 1 st pump working rate / hour = 1 / 2 : 1 = 1 / 2 working rate of 2 pumps : 1 / 2 : 1 / 2 = 1 . working rate of 2 nd pump : 1 - 1 / 2 = 1 / 2 - - > time taken for the 2 nd pump to finish : 1 : 1 / 2 = 2 / 1 = 2 hours . c""","a ) 1 hour , b ) 1.2 hour , c ) 3 hours , d ) 5 hours , e ) 6 hours",c,"divide(const_1, subtract(const_1, divide(const_1, multiply(1, const_2))))","multiply(n0,const_2)|divide(const_1,#0)|subtract(const_1,#1)|divide(const_1,#2)|",physics,d
1286,1364,"127
","the greatest number which on dividing 1657 and 2037 leaves remainders 9 and 5 respectively , is :","a ) 16 , b ) 127 , c ) 235 , d ) 305 , e ) 505","""explanation : required number = h . c . f . of ( 1657 - 9 ) and ( 2037 - 5 ) = h . c . f . of 1648 and 2032 = 16 . answer : a""","a ) 16 , b ) 127 , c ) 235 , d ) 305 , e ) 505",a,"gcd(subtract(2037, 5), subtract(1657, 9))","subtract(n1,n3)|subtract(n0,n2)|gcd(#0,#1)|",general,none
1287,1365,e) 1200,"a rectangular farm has to be fenced one long side , one short side and the diagonal . if the cost of fencing is rs . 10 per meter . the area of farm is 1200 m 2 and the short side is 30 m long . how much would the job cost ?","a ) 2387 , b ) 1298 , c ) 1128 , d ) 1237 , e ) 1200","""l * 30 = 1200 l = 40 40 + 30 + 50 = 120 120 * 10 = 1200 e""","a ) 2387 , b ) 1298 , c ) 1128 , d ) 1237 , e ) 1200",e,"multiply(add(add(30, divide(1200, 30)), sqrt(add(power(30, 2), power(divide(1200, 30), 2)))), 10)","divide(n1,n3)|power(n3,n2)|add(n3,#0)|power(#0,n2)|add(#1,#3)|sqrt(#4)|add(#2,#5)|multiply(n0,#6)|",geometry,e
